status,priority,updated,issue_type,reporter,created,resolutiondate,vote_count,project,assignee,comment_count,key,description_length,summary_length,watch_count,resolution,days_in_current_status,issue_number,num_components,component_java,num_affected_versions,num_labels,created_weekday,created_month
Closed,Blocker,2012-12-10T17:57:37.241+0000,Bug,russell.jurney,2011-12-15T01:38:16.242+0000,2012-10-06T15:38:21.684+0000,1,AVRO,cavorite,20,AVRO-981,8984.0,50,6,Fixed,433.985381972,981,1,0,2,5,3,12
Closed,Minor,2012-02-15T00:46:25.332+0000,Bug,mic159,2011-12-13T23:29:14.954+0000,2012-02-09T23:28:56.533+0000,0,AVRO,,6,AVRO-980,662.0,50,0,Fixed,733.701491904,980,1,0,1,2,1,12
Closed,Major,2013-02-27T00:53:59.428+0000,Bug,pdlug,2011-12-13T19:18:45.591+0000,2013-02-20T01:46:11.528+0000,0,AVRO,,2,AVRO-979,580.0,51,1,Fixed,355.696236269,979,1,0,1,0,1,12
Closed,Major,2012-02-15T00:46:29.433+0000,Bug,cutting,2011-12-12T23:44:02.448+0000,2011-12-13T18:57:13.083+0000,0,AVRO,cutting,3,AVRO-978,,50,0,Fixed,733.701444476,978,1,1,0,0,0,12
Closed,Minor,2012-02-15T00:46:28.908+0000,Improvement,hasghari,2011-12-12T22:46:21.344+0000,2011-12-13T00:17:19.078+0000,0,AVRO,hasghari,2,AVRO-977,51.0,48,0,Fixed,733.701450207,977,1,1,0,0,0,12
Closed,Minor,2012-02-15T00:46:26.154+0000,Improvement,bruno,2011-12-12T16:30:06.869+0000,2011-12-13T00:12:21.222+0000,0,AVRO,bruno,1,AVRO-976,481.0,46,0,Fixed,733.701482246,976,1,1,0,0,0,12
Closed,Minor,2012-02-15T00:46:25.553+0000,Bug,brandonb,2011-12-08T06:19:12.129+0000,2011-12-09T20:27:49.166+0000,0,AVRO,cutting,6,AVRO-972,1290.0,85,1,Fixed,733.701489145,972,1,1,1,0,3,12
Closed,Minor,2012-02-24T01:34:19.074+0000,Improvement,vchau,2011-12-08T00:31:23.402+0000,2012-02-08T22:14:06.668+0000,0,AVRO,vchau,9,AVRO-971,1112.0,33,0,Fixed,733.701456149,971,1,1,1,1,3,12
Closed,Major,2013-02-27T00:54:02.712+0000,Improvement,nimmervoll,2011-12-02T15:24:56.422+0000,2013-01-18T21:16:37.241+0000,0,AVRO,syshex,5,AVRO-970,109.0,48,3,Fixed,355.696198292,970,1,1,1,1,4,12
Open,Major,2011-12-06T19:51:04.455+0000,Improvement,detonator413,2011-12-02T11:53:41.483+0000,,0,AVRO,,4,AVRO-969,2229.0,57,0,,808.238110689,969,1,1,1,0,4,12
Closed,Minor,2012-02-15T00:46:32.018+0000,Bug,vnadkarni,2011-12-02T02:51:49.206+0000,2012-01-24T14:07:52.146+0000,0,AVRO,dcreager,8,AVRO-968,969.0,82,0,Fixed,733.701414672,968,1,0,3,0,4,12
Closed,Major,2012-02-15T00:49:23.229+0000,Bug,detonator413,2011-11-30T13:26:34.334+0000,2011-11-30T13:38:34.324+0000,0,AVRO,,1,AVRO-967,2284.0,70,1,Duplicate,733.699433065,967,1,1,1,0,2,11
Closed,Major,2012-02-15T00:46:24.689+0000,Bug,detonator413,2011-11-30T13:26:33.759+0000,2011-12-07T23:16:27.675+0000,0,AVRO,cutting,7,AVRO-966,2284.0,70,2,Fixed,733.701498668,966,1,1,1,0,2,11
Closed,Minor,2012-02-15T00:46:29.243+0000,Improvement,gffletch,2011-11-29T20:33:25.182+0000,2011-12-09T20:41:48.950+0000,0,AVRO,gffletch,11,AVRO-965,325.0,69,0,Fixed,733.701446505,965,1,1,1,0,1,11
Open,Major,2011-12-01T15:33:33.498+0000,Improvement,detonator413,2011-11-29T10:12:00.132+0000,,0,AVRO,,7,AVRO-964,822.0,58,2,,811.308728185,964,1,1,1,0,1,11
Open,Major,2011-08-12T20:20:08.652+0000,Improvement,ramanasv,2011-07-06T22:24:18.191+0000,,0,AVRO,,0,AVRO-855,365.0,57,0,,956.800185837,855,1,0,1,2,2,7
Patch Available,Major,2013-08-19T20:52:37.210+0000,Bug,lmoss,2012-07-22T17:28:14.233+0000,,0,AVRO,lmoss,5,AVRO-1132,1079.0,55,3,,573.883934797,1132,1,0,1,1,6,7
Closed,Major,2013-07-08T01:46:35.517+0000,Improvement,kehli,2012-02-10T20:44:23.405+0000,2012-05-20T16:53:54.289+0000,2,AVRO,kehli,12,AVRO-1026,1112.0,28,5,Fixed,615.899281777,1026,1,0,1,1,4,2
Resolved,Major,2014-02-05T00:34:43.269+0000,New Feature,hammer,2011-12-12T12:03:33.018+0000,2014-02-05T00:03:07.236+0000,0,AVRO,jkarp,8,AVRO-974,126.0,31,5,Fixed,12.7315621957,974,1,0,0,0,0,12
Patch Available,Major,2013-07-03T02:02:34.296+0000,Bug,gaurav324,2011-12-11T07:51:33.066+0000,,2,AVRO,,17,AVRO-973,898.0,29,2,,747.953492012,973,1,0,2,1,6,12
Closed,Major,2013-08-22T06:23:49.284+0000,New Feature,scott_carey,2011-11-22T19:43:55.661+0000,2011-11-22T21:19:07.401+0000,0,AVRO,,0,AVRO-958,36.0,41,1,Duplicate,817.845321076,958,0,0,0,0,1,11
Closed,Major,2013-08-22T06:23:49.287+0000,New Feature,lmartinking,2011-11-21T06:54:24.423+0000,2011-12-20T02:28:11.365+0000,1,AVRO,,8,AVRO-957,854.0,29,5,Fixed,733.701458485,957,1,0,0,3,0,11
Closed,Major,2013-08-20T17:46:08.380+0000,New Feature,lmartinking,2011-09-27T01:17:50.056+0000,2013-07-26T13:41:30.404+0000,2,AVRO,,9,AVRO-896,94.0,29,3,Fixed,180.993354933,896,1,0,1,2,1,9
Closed,Major,2013-08-20T17:46:06.585+0000,New Feature,joecrobak,2011-07-28T19:58:59.212+0000,2013-04-22T20:00:17.317+0000,1,AVRO,vince83,9,AVRO-867,455.0,53,4,Fixed,180.993375722,867,1,1,1,0,3,7
Open,Major,2014-02-14T14:53:59.716+0000,Bug,gw4722,2014-02-12T20:50:06.500+0000,,0,AVRO,,0,AVRO-1457,365.0,61,1,,4.86559894073,1457,0,0,1,0,2,2
Patch Available,Major,2014-02-13T12:42:35.831+0000,Bug,tomwhite,2014-02-12T11:53:22.928+0000,,0,AVRO,tomwhite,3,AVRO-1455,195.0,62,2,,5.23585122228,1455,1,1,1,0,2,2
Patch Available,Major,2014-02-14T16:55:29.212+0000,Bug,kryzthov,2014-01-21T08:05:21.651+0000,,0,AVRO,kryzthov,10,AVRO-1443,341.0,83,2,,21.6308909344,1443,1,1,2,0,1,1
Open,Major,2014-02-10T05:38:08.547+0000,Bug,jpivarski,2014-01-21T07:02:34.291+0000,,0,AVRO,,1,AVRO-1442,574.0,53,1,,27.44027729,1442,1,1,1,1,1,1
Closed,Minor,2012-05-17T19:15:27.430+0000,Improvement,gffletch,2011-11-28T20:29:54.829+0000,2011-12-05T23:35:12.927+0000,0,AVRO,gffletch,7,AVRO-963,275.0,69,1,Fixed,733.701419363,963,1,1,1,0,0,11
Closed,Minor,2012-02-15T00:46:31.883+0000,Bug,gffletch,2011-11-28T17:17:42.925+0000,2011-12-05T23:24:56.029+0000,0,AVRO,gffletch,2,AVRO-962,253.0,79,0,Fixed,733.701416274,962,1,1,1,0,0,11
Closed,Trivial,2012-02-15T00:46:30.765+0000,Improvement,mic159,2011-11-28T06:26:21.240+0000,2011-12-20T02:13:50.273+0000,0,AVRO,,5,AVRO-961,171.0,52,1,Fixed,733.701429204,961,1,0,1,4,0,11
Closed,Minor,2012-02-15T00:46:28.059+0000,Improvement,lmartinking,2011-11-25T04:11:23.491+0000,2011-12-13T19:45:18.575+0000,1,AVRO,dcreager,6,AVRO-960,305.0,34,1,Fixed,733.701460201,960,1,0,1,2,4,11
Open,Major,2013-05-06T05:32:28.185+0000,Bug,sjg,2011-11-23T18:27:36.184+0000,,2,AVRO,,1,AVRO-959,903.0,77,2,,816.964560943,959,1,0,1,0,2,11
Closed,Major,2012-02-15T00:49:22.728+0000,Improvement,thiru_mg,2011-11-07T14:31:05.282+0000,2012-02-02T19:12:07.632+0000,0,AVRO,thiru_mg,5,AVRO-956,549.0,31,0,Fixed,733.699438896,956,1,0,1,0,0,11
Open,Major,2011-11-07T04:19:37.098+0000,New Feature,nsabovic,2011-11-07T04:19:04.849+0000,,0,AVRO,,1,AVRO-955,140.0,57,0,,833.553812509,955,1,0,1,1,0,11
Closed,Minor,2012-09-25T21:24:32.065+0000,Bug,nsabovic,2011-11-07T03:53:35.787+0000,2012-04-22T09:42:51.825+0000,0,AVRO,nsabovic,2,AVRO-954,152.0,26,0,Fixed,509.841691943,954,1,0,1,1,0,11
Closed,Minor,2012-02-15T00:46:27.043+0000,Improvement,craigtlandry,2011-11-04T21:27:35.953+0000,2011-12-08T01:00:01.712+0000,0,AVRO,craigtlandry,5,AVRO-953,141.0,20,1,Fixed,733.701472118,953,1,0,0,1,4,11
Closed,Major,2012-09-25T21:22:59.822+0000,Bug,nsabovic,2011-11-04T18:59:27.150+0000,2012-04-23T04:16:37.374+0000,0,AVRO,,3,AVRO-952,199.0,54,0,Won't Fix,509.842759574,952,1,0,1,2,4,11
Closed,Blocker,2011-11-15T17:30:29.229+0000,Bug,puredanger,2011-11-03T21:15:14.492+0000,2011-11-04T20:51:00.585+0000,0,AVRO,cutting,13,AVRO-951,3116.0,84,1,Fixed,825.004224587,951,1,1,1,0,3,11
Closed,Major,2011-11-15T17:30:28.736+0000,Bug,mic159,2011-11-03T06:37:24.318+0000,2011-11-04T21:39:48.541+0000,0,AVRO,dcreager,2,AVRO-950,466.0,50,0,Fixed,825.004229773,950,1,0,1,3,3,11
Open,Major,2011-12-13T19:06:47.999+0000,Bug,philip,2011-10-29T02:29:58.473+0000,,0,AVRO,,2,AVRO-949,552.0,100,0,,842.629580759,949,1,1,2,0,5,10
Closed,Major,2011-11-01T18:36:10.410+0000,Bug,cutting,2011-10-28T18:26:09.406+0000,2011-10-28T22:20:22.375+0000,0,AVRO,cutting,3,AVRO-948,73.0,45,0,Fixed,838.958609255,948,1,1,0,0,4,10
Open,Major,2011-10-28T17:16:23.423+0000,Improvement,cutting,2011-10-28T17:00:26.594+0000,,0,AVRO,,1,AVRO-947,419.0,69,0,,843.02508862,947,1,1,0,0,4,10
Closed,Major,2011-11-15T17:30:29.482+0000,Improvement,hernan.otero,2011-10-27T21:29:04.510+0000,2011-11-04T20:59:08.335+0000,0,AVRO,cutting,16,AVRO-946,3044.0,50,0,Fixed,825.004221701,946,1,1,1,0,3,10
Closed,Major,2011-11-01T18:36:09.881+0000,Bug,thiru_mg,2011-10-27T19:45:15.630+0000,2011-10-28T18:07:43.427+0000,0,AVRO,thiru_mg,3,AVRO-945,200.0,41,0,Fixed,838.958615383,945,1,0,0,0,3,10
Closed,Major,2011-11-01T18:35:58.852+0000,Bug,cutting,2011-10-25T16:33:24.641+0000,2011-10-28T22:24:37.205+0000,0,AVRO,cutting,4,AVRO-944,139.0,47,0,Fixed,838.95874285,944,1,1,1,0,1,10
Closed,Major,2011-11-15T17:30:28.991+0000,Bug,cutting,2011-10-25T16:19:16.292+0000,2011-11-01T19:10:00.630+0000,0,AVRO,jbaldassari,13,AVRO-943,67.0,44,0,Fixed,825.004227122,943,1,1,0,0,1,10
Closed,Major,2011-12-13T19:06:55.444+0000,Bug,decster,2011-10-23T06:34:19.364+0000,2011-10-24T21:07:50.297+0000,0,AVRO,decster,1,AVRO-942,67.0,68,0,Fixed,838.958764415,942,1,1,0,0,6,10
Closed,Major,2011-11-01T18:35:57.983+0000,Improvement,massie,2011-10-22T22:00:45.928+0000,2011-10-28T22:14:23.613+0000,0,AVRO,cutting,5,AVRO-941,895.0,74,0,Fixed,838.958753098,941,1,1,1,0,5,10
Closed,Major,2011-11-01T18:36:03.639+0000,Improvement,thiru_mg,2011-10-21T05:14:20.005+0000,2011-10-21T14:58:55.652+0000,0,AVRO,thiru_mg,1,AVRO-940,497.0,45,0,Fixed,838.958687648,940,1,0,0,0,4,10
Patch Available,Major,2012-07-26T18:19:25.429+0000,New Feature,cutting,2011-10-20T18:14:58.337+0000,,0,AVRO,,30,AVRO-939,428.0,78,12,,578.810209686,939,1,1,1,0,3,10
Closed,Minor,2011-11-01T18:36:06.774+0000,Improvement,thiru_mg,2011-10-19T16:41:22.885+0000,2011-10-20T04:50:42.902+0000,0,AVRO,thiru_mg,1,AVRO-938,64.0,36,0,Fixed,838.958651366,938,1,0,0,0,2,10
Closed,Minor,2011-11-01T18:36:05.742+0000,Improvement,thiru_mg,2011-10-19T13:09:51.762+0000,2011-10-20T04:54:27.645+0000,0,AVRO,thiru_mg,1,AVRO-937,169.0,60,0,Fixed,838.9586633,937,1,0,0,0,2,10
Closed,Major,2011-11-01T18:36:07.442+0000,Bug,thiru_mg,2011-10-19T03:55:21.003+0000,2011-10-20T06:00:47.980+0000,0,AVRO,thiru_mg,4,AVRO-936,164.0,38,0,Fixed,838.958643626,936,1,1,1,0,2,10
Closed,Blocker,2011-11-01T18:36:05.919+0000,Improvement,scott_carey,2011-10-17T21:58:06.926+0000,2011-10-23T23:29:43.583+0000,0,AVRO,scott_carey,10,AVRO-935,65.0,34,0,Fixed,838.958661255,935,1,1,0,0,0,10
Closed,Major,2011-11-01T18:36:06.246+0000,Improvement,abawany,2011-10-17T17:38:52.805+0000,2011-10-17T21:04:21.771+0000,0,AVRO,abawany,3,AVRO-934,915.0,94,0,Fixed,838.958657263,934,1,0,1,2,0,10
Closed,Major,2011-11-01T18:36:10.275+0000,Bug,thiru_mg,2011-10-17T10:05:21.850+0000,2011-10-17T12:50:53.268+0000,0,AVRO,thiru_mg,1,AVRO-933,287.0,52,0,Fixed,838.958610841,933,1,0,1,0,0,10
Closed,Major,2011-11-01T18:36:10.109+0000,Improvement,thiru_mg,2011-10-16T18:49:30.941+0000,2011-10-17T07:00:40.651+0000,0,AVRO,thiru_mg,1,AVRO-932,,64,0,Fixed,838.958612764,932,1,0,0,0,6,10
Closed,Major,2011-11-01T18:35:57.403+0000,Bug,thiru_mg,2011-10-16T18:46:54.270+0000,2011-10-17T07:03:58.078+0000,0,AVRO,thiru_mg,1,AVRO-931,,60,1,Fixed,838.958759826,931,1,0,0,0,6,10
Closed,Blocker,2011-11-01T18:35:55.854+0000,Bug,vnadkarni,2011-10-15T23:49:57.243+0000,2011-10-24T14:29:55.052+0000,0,AVRO,dcreager,6,AVRO-930,2817.0,42,0,Fixed,838.958777478,930,1,0,1,0,5,10
Closed,Major,2011-11-01T18:36:08.599+0000,Bug,dcreager,2011-10-15T14:17:26.765+0000,2011-10-15T14:22:55.158+0000,0,AVRO,dcreager,1,AVRO-929,428.0,42,0,Fixed,838.958630257,929,1,0,1,0,5,10
Closed,Minor,2011-11-01T18:36:11.133+0000,Bug,vnadkarni,2011-10-14T23:26:36.071+0000,2011-10-15T13:24:34.528+0000,0,AVRO,dcreager,2,AVRO-928,254.0,48,0,Fixed,838.958600918,928,1,0,1,1,4,10
Closed,Major,2011-12-13T19:06:49.734+0000,Bug,brocknoland,2011-10-14T15:20:52.435+0000,2011-10-17T20:47:58.103+0000,0,AVRO,brocknoland,2,AVRO-927,588.0,64,2,Fixed,838.958717888,927,1,1,1,0,4,10
Closed,Major,2012-02-15T00:46:32.319+0000,Improvement,cutting,2011-10-12T22:58:38.442+0000,2012-01-23T23:27:01.521+0000,0,AVRO,cutting,3,AVRO-926,125.0,26,1,Fixed,733.701410968,926,1,1,0,0,2,10
Closed,Major,2011-11-01T18:36:11.435+0000,Bug,nsabovic,2011-10-12T21:49:00.057+0000,2011-10-14T03:53:31.571+0000,0,AVRO,nsabovic,2,AVRO-925,320.0,53,0,Fixed,838.958597428,925,1,0,1,1,2,10
Closed,Major,2011-11-01T18:36:00.031+0000,New Feature,cutting,2011-10-12T19:51:43.769+0000,2011-10-17T20:43:25.225+0000,0,AVRO,cutting,3,AVRO-924,292.0,59,0,Fixed,838.95872942,924,1,1,0,0,2,10
Open,Major,2012-05-23T21:51:45.970+0000,Improvement,julien.muller,2011-10-11T10:01:29.945+0000,,2,AVRO,,3,AVRO-923,1219.0,87,1,,860.316022095,923,1,1,1,0,1,10
Closed,Major,2011-11-01T18:36:02.071+0000,New Feature,dcreager,2011-10-10T13:56:39.340+0000,2011-10-15T13:39:07.634+0000,0,AVRO,dcreager,2,AVRO-922,105.0,36,0,Fixed,838.958705812,922,1,0,1,0,0,10
Closed,Major,2011-11-01T18:36:03.143+0000,New Feature,dcreager,2011-10-10T13:50:54.397+0000,2011-10-15T13:36:55.087+0000,0,AVRO,dcreager,2,AVRO-921,424.0,52,0,Fixed,838.958693418,921,1,0,1,0,0,10
Closed,Major,2011-11-01T18:35:59.532+0000,New Feature,dcreager,2011-10-10T13:45:40.961+0000,2011-10-15T13:34:42.708+0000,0,AVRO,dcreager,2,AVRO-920,330.0,27,0,Fixed,838.958735202,920,1,0,1,0,0,10
Closed,Major,2011-11-01T18:36:01.713+0000,New Feature,dcreager,2011-10-10T13:42:29.640+0000,2011-10-15T13:30:29.310+0000,0,AVRO,dcreager,2,AVRO-919,127.0,36,0,Fixed,838.95870996,919,1,0,1,0,0,10
Closed,Major,2011-11-01T18:35:58.508+0000,Improvement,thiru_mg,2011-10-08T13:27:46.489+0000,2011-10-17T07:14:51.357+0000,0,AVRO,thiru_mg,4,AVRO-918,156.0,34,0,Fixed,838.958747068,918,1,0,0,0,5,10
Closed,Major,2011-11-01T18:36:02.918+0000,Bug,thiru_mg,2011-10-08T13:15:39.854+0000,2011-10-12T12:59:30.495+0000,0,AVRO,thiru_mg,4,AVRO-917,381.0,79,0,Fixed,838.958696017,917,1,0,0,0,5,10
Closed,Major,2011-11-01T18:36:02.525+0000,Bug,thiru_mg,2011-10-08T12:44:18.545+0000,2011-10-12T13:05:30.893+0000,0,AVRO,thiru_mg,2,AVRO-916,169.0,53,0,Fixed,838.958700579,916,1,0,0,0,5,10
Closed,Major,2011-11-01T18:35:55.631+0000,Improvement,thiru_mg,2011-10-08T11:40:51.512+0000,2011-10-12T15:58:41.994+0000,0,AVRO,thiru_mg,3,AVRO-915,125.0,39,0,Fixed,838.958779978,915,1,0,0,0,5,10
Closed,Major,2012-09-11T21:01:08.400+0000,Bug,philip,2011-10-07T07:19:57.404+0000,2011-10-07T20:42:31.698+0000,0,AVRO,philip,2,AVRO-914,933.0,74,0,Fixed,838.958599285,914,1,1,0,0,4,10
Closed,Major,2011-11-01T18:36:07.638+0000,Bug,nsabovic,2011-10-06T21:10:41.714+0000,2011-10-12T17:12:11.096+0000,0,AVRO,nsabovic,4,AVRO-913,233.0,50,0,Fixed,838.958641394,913,1,0,1,1,3,10
Closed,Major,2011-12-13T19:06:49.319+0000,Bug,thiru_mg,2011-10-06T09:49:52.491+0000,2011-10-07T07:21:57.798+0000,0,AVRO,thiru_mg,3,AVRO-912,489.0,38,0,Fixed,838.958679578,912,1,1,0,0,3,10
Closed,Major,2011-10-07T20:27:19.265+0000,Improvement,cutting,2011-10-05T23:14:34.132+0000,2011-10-07T19:31:32.840+0000,0,AVRO,cutting,14,AVRO-911,708.0,34,2,Won't Fix,863.881423503,911,1,1,0,0,2,10
Closed,Major,2011-11-01T18:36:04.023+0000,Improvement,cutting,2011-10-05T21:12:59.242+0000,2011-10-05T21:41:24.067+0000,0,AVRO,cutting,3,AVRO-910,353.0,33,0,Fixed,838.958683239,910,1,1,0,0,2,10
Closed,Major,2011-10-07T20:23:20.241+0000,Sub-task,cutting,2011-10-05T20:52:29.870+0000,2011-10-07T19:28:49.301+0000,0,AVRO,,1,AVRO-909,553.0,92,0,Won't Fix,863.884189988,909,1,1,0,0,2,10
Closed,Major,2011-11-01T18:36:01.191+0000,New Feature,nsabovic,2011-10-05T20:50:44.697+0000,2011-10-09T08:22:39.765+0000,0,AVRO,nsabovic,4,AVRO-908,200.0,50,0,Fixed,838.95871602,908,1,0,1,1,2,10
Closed,Major,2011-11-01T18:36:03.304+0000,Improvement,cutting,2011-10-04T22:47:12.653+0000,2011-10-05T18:38:06.150+0000,0,AVRO,cutting,3,AVRO-907,99.0,36,0,Fixed,838.958691565,907,1,1,0,0,1,10
Closed,Major,2011-11-01T18:36:07.174+0000,Bug,dkaminsky,2011-10-04T21:16:35.733+0000,2011-10-05T18:11:21.842+0000,1,AVRO,cutting,3,AVRO-906,361.0,37,1,Fixed,838.95864652,906,1,1,0,0,1,10
Closed,Minor,2011-12-13T19:06:44.121+0000,Improvement,yangyangyyy,2011-10-04T18:41:29.620+0000,2011-10-05T18:20:49.315+0000,0,AVRO,cutting,6,AVRO-905,1586.0,63,0,Fixed,838.958731557,905,1,1,0,0,1,10
Closed,Major,2011-11-01T18:35:59.022+0000,Bug,nsabovic,2011-10-04T17:56:12.586+0000,2011-10-07T09:00:30.991+0000,0,AVRO,nsabovic,1,AVRO-904,152.0,62,0,Fixed,838.95874113,904,1,0,1,1,1,10
Closed,Major,2011-11-01T18:36:06.454+0000,Bug,nsabovic,2011-10-04T17:39:09.855+0000,2011-10-07T08:36:12.765+0000,0,AVRO,nsabovic,2,AVRO-903,187.0,45,0,Fixed,838.958655113,903,1,0,1,1,1,10
Closed,Major,2011-11-01T18:35:56.310+0000,Bug,nsabovic,2011-10-04T17:32:37.629+0000,2011-10-07T12:52:36.548+0000,0,AVRO,nsabovic,2,AVRO-902,275.0,41,0,Fixed,838.95877229,902,1,0,1,1,1,10
Closed,Major,2011-12-13T19:06:46.499+0000,Bug,thiru_mg,2011-10-02T17:51:13.529+0000,2011-10-05T19:07:08.373+0000,0,AVRO,thiru_mg,3,AVRO-901,169.0,88,0,Fixed,838.958750938,901,1,1,0,0,6,10
Closed,Major,2011-11-01T18:35:59.712+0000,Bug,thiru_mg,2011-10-01T19:03:05.270+0000,2011-10-05T19:26:51.645+0000,0,AVRO,thiru_mg,2,AVRO-900,114.0,59,0,Fixed,838.95873315,900,1,1,0,0,5,10
Closed,Major,2011-11-01T18:36:08.077+0000,Improvement,cutting,2011-09-27T18:12:55.200+0000,2011-09-29T23:35:39.463+0000,0,AVRO,cutting,3,AVRO-899,71.0,61,1,Fixed,838.9586363,899,1,0,0,0,1,9
Closed,Critical,2012-06-20T07:10:19.976+0000,Bug,vadimtsarik,2011-09-27T15:54:44.304+0000,2011-10-03T19:46:22.647+0000,0,AVRO,cutting,7,AVRO-898,389.0,31,4,Fixed,838.958591463,898,1,1,1,0,1,9
Closed,Major,2011-12-13T19:06:50.381+0000,Bug,gwu,2011-09-27T01:36:54.375+0000,2011-10-07T19:52:46.276+0000,0,AVRO,,3,AVRO-897,357.0,42,0,Duplicate,863.884185354,897,1,1,1,0,1,9
Closed,Major,2011-11-01T18:35:59.204+0000,Bug,tomwhite,2011-09-26T00:53:00.029+0000,2011-10-01T18:38:29.599+0000,0,AVRO,thiru_mg,8,AVRO-895,392.0,69,0,Fixed,838.958738828,895,1,1,1,1,0,9
Closed,Major,2011-11-01T18:36:06.073+0000,Bug,dcreager,2011-09-25T19:48:53.150+0000,2011-09-25T20:07:06.319+0000,0,AVRO,dcreager,3,AVRO-894,633.0,44,0,Fixed,838.958659535,894,1,0,2,0,6,9
Closed,Major,2011-11-01T18:36:08.765+0000,Improvement,lmartinking,2011-09-23T04:08:58.394+0000,2011-09-26T13:27:10.172+0000,1,AVRO,dcreager,2,AVRO-893,468.0,99,0,Fixed,838.958628078,893,1,0,1,1,4,9
Closed,Major,2011-11-01T18:35:57.640+0000,Bug,mic159,2011-09-21T04:35:15.848+0000,2011-09-22T20:50:40.629+0000,0,AVRO,mic159,2,AVRO-892,1233.0,63,1,Fixed,838.958756598,892,1,0,1,0,2,9
Closed,Major,2011-11-01T18:36:04.481+0000,Improvement,alex.holmes,2011-09-20T10:42:47.315+0000,2011-09-22T19:09:05.847+0000,0,AVRO,cutting,7,AVRO-891,2707.0,69,0,Fixed,838.958677746,891,1,1,1,0,1,9
Closed,Minor,2011-11-01T18:36:01.513+0000,Improvement,sgargan,2011-09-18T02:09:48.760+0000,2011-09-26T21:15:42.703+0000,0,AVRO,sgargan,9,AVRO-890,1277.0,51,0,Fixed,838.958711925,890,1,1,1,2,6,9
Closed,Major,2011-12-13T19:06:54.502+0000,Improvement,cutting,2011-09-16T22:08:23.256+0000,2011-09-19T18:44:23.621+0000,0,AVRO,cutting,4,AVRO-889,114.0,66,0,Fixed,838.958603269,889,1,1,0,0,4,9
Closed,Major,2011-11-01T18:35:58.305+0000,Improvement,saleemshafi,2011-09-16T04:22:29.376+0000,2011-09-20T22:33:23.924+0000,0,AVRO,saleemshafi,5,AVRO-888,231.0,44,0,Fixed,838.958749069,888,1,1,1,0,4,9
Closed,Trivial,2011-11-01T18:36:10.773+0000,Improvement,cwilkes,2011-09-08T23:36:21.027+0000,2011-09-21T20:45:04.712+0000,0,AVRO,cutting,3,AVRO-887,704.0,48,0,Fixed,838.958605008,887,1,1,1,0,3,9
Closed,Major,2011-12-13T19:06:49.168+0000,Improvement,gffletch,2011-09-08T17:07:12.119+0000,2011-09-20T17:56:15.179+0000,0,AVRO,gffletch,20,AVRO-886,1102.0,63,1,Fixed,838.958766295,886,1,1,1,0,3,9
Open,Minor,2011-10-27T22:34:59.889+0000,Improvement,yangyangyyy,2011-09-07T20:56:14.427+0000,,0,AVRO,,1,AVRO-885,1209.0,28,2,,893.861340648,885,1,1,0,0,2,9
Closed,Major,2011-09-11T21:07:47.260+0000,Bug,tomwhite,2011-09-06T18:17:03.149+0000,2011-09-07T19:31:45.028+0000,0,AVRO,tomwhite,3,AVRO-884,228.0,53,0,Fixed,889.853321529,884,1,1,2,0,1,9
Open,Major,2012-06-27T12:19:57.898+0000,Task,billmcn,2011-09-03T21:03:20.218+0000,,5,AVRO,,3,AVRO-883,203.0,43,6,,897.856412515,883,1,1,0,0,5,9
Closed,Major,2011-11-01T18:36:03.450+0000,New Feature,tomwhite,2011-08-30T21:37:28.947+0000,2011-09-21T20:57:57.114+0000,0,AVRO,tomwhite,5,AVRO-881,117.0,35,0,Fixed,838.958689912,881,1,1,0,0,1,8
Closed,Critical,2011-08-30T05:59:18.747+0000,Task,tucu00,2011-08-23T20:17:35.102+0000,2011-08-25T21:42:46.369+0000,0,AVRO,tucu00,2,AVRO-880,366.0,29,0,Fixed,902.484206268,880,1,0,1,0,1,8
Closed,Major,2011-11-01T18:36:04.699+0000,Bug,cutting,2011-08-22T17:58:22.608+0000,2011-08-25T23:20:34.588+0000,0,AVRO,cutting,2,AVRO-879,80.0,25,0,Fixed,838.958675459,879,1,1,0,0,0,8
Closed,Major,2011-12-13T19:06:54.376+0000,Test,jeremy@lewi.us,2011-08-18T15:50:37.355+0000,2011-10-12T22:59:34.383+0000,0,AVRO,,15,AVRO-878,160.0,38,0,Not A Problem,838.958723007,878,1,1,1,0,3,8
Closed,Major,2011-12-13T19:06:54.813+0000,Improvement,billgraham,2011-08-16T22:20:51.895+0000,2011-08-25T20:55:13.848+0000,0,AVRO,billgraham,6,AVRO-877,962.0,54,1,Fixed,902.484204027,877,1,1,0,0,1,8
Closed,Critical,2011-10-07T20:27:18.954+0000,Task,tucu00,2011-08-15T18:46:31.809+0000,2011-08-23T22:24:14.267+0000,0,AVRO,cutting,4,AVRO-876,455.0,51,0,Won't Fix,863.881427142,876,1,0,1,0,0,8
Closed,Major,2011-12-13T19:06:50.945+0000,New Feature,billgraham,2011-08-15T17:05:46.880+0000,2011-08-16T22:41:32.892+0000,0,AVRO,billgraham,3,AVRO-875,116.0,47,0,Not A Problem,863.881425187,875,1,1,0,0,0,8
Closed,Major,2011-11-01T18:36:12.144+0000,Improvement,cutting,2011-08-11T20:32:02.286+0000,2011-09-21T20:47:26.823+0000,0,AVRO,cutting,3,AVRO-874,217.0,55,0,Fixed,838.958589309,874,1,1,0,0,3,8
